Answer,Article File,Article Title,Difficulty From Answerer,Difficulty From Questioner,Question
yes.,S08_set4_a3,Nikola_Tesla,easy,,Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?
no,S08_set1_a7,otter,medium,easy,Do sea otters have long muscular tails?
No,S08_set1_a7,otter,medium,easy,Do sea otters have long muscular tails?
yes,S08_set1_a7,otter,medium,easy,Can otters survive in cold water?
Yes,S08_set1_a7,otter,medium,easy,Can otters survive in cold water?
no,S08_set1_a7,otter,easy,easy,Does the giant otter inhabit South Africa?
No,S08_set1_a7,otter,easy,easy,Does the giant otter inhabit South Africa?
13,S08_set1_a7,otter,easy,medium,How many species of otter are there?
13,S08_set1_a7,otter,medium,medium,How many species of otter are there?
"a variety of fish and shellfish, as well as small land mammals and birds",S08_set1_a7,otter,easy,medium,What do river otters eat?
"a variety of fish and shellfish, as well as small land mammals and birds",S08_set1_a7,otter,medium,medium,What do river otters eat?
30 kg (about 65 pounds),S08_set1_a7,otter,easy,medium,How much do sea otters weigh?
30 kg (about 65 pounds),S08_set1_a7,otter,medium,medium,How much do sea otters weigh?
a layer of air trapped in their fur(!),S08_set1_a7,otter,hard,hard,How do sea otters insulate themselves?
"As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.",S08_set1_a7,otter,hard,hard,How do sea otters insulate themselves?
They've been hunted for their fur,S08_set1_a7,otter,hard,hard,Why are sea otters nearly extinct?
"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them",S08_set1_a7,otter,hard,hard,Why are sea otters nearly extinct?
roadkill deaths,S08_set1_a7,otter,hard,hard,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?
Roadkill deaths have become one of the significant threats to the success of their re-establishment.,S08_set1_a7,otter,hard,hard,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?
yes,S08_set1_a7,otter,easy,easy,Is otter a kind of mammal?
Yes.,S08_set1_a7,otter,easy,easy,Is otter a kind of mammal?
13 species and 7 genera,S08_set1_a7,otter,easy,easy,How many species and genera does otter have?
13 species in 7 genera.,S08_set1_a7,otter,medium,easy,How many species and genera does otter have?
yes,S08_set1_a7,otter,hard,easy,Do otters live in water?
Yes.,S08_set1_a7,otter,easy,easy,Do otters live in water?
"River otters eat a variety of fish and shellfish, as well as small land mammals and birds.",S08_set1_a7,otter,easy,medium,What do river otters eat?
"River otters eat a variety of fish and shellfish, as well as small land mammals and birds.",S08_set1_a7,otter,medium,medium,What do river otters eat?
Sea otters (Enhydra lutris) live along the Pacific coast of North America.,S08_set1_a7,otter,easy,medium,Where do sea otters live?
The sea otter lives actually in the sea.,S08_set1_a7,otter,medium,medium,Where do sea otters live?
"The word ""otter"" derives from the Old English word otr, otor or oter.",S08_set1_a7,otter,easy,medium,"Where does the word ""otter"" derive from?"
"The word ""otter"" derives from the Old English word otr, otor or oter. This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"".",S08_set1_a7,otter,medium,medium,"Where does the word ""otter"" derive from?"
give birth,S08_set1_a7,otter,too hard,hard,Does otter give birth or lay egg?
Humans hunted them almost to extinction.,S08_set1_a7,otter,medium,hard,What drives sea otter almost to extinction?
"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction.",S08_set1_a7,otter,medium,hard,What drives sea otter almost to extinction?
"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19.",S08_set1_a7,otter,hard,hard,Why otters are considered as totem animals?
Yes,S08_set1_a7,otter,easy,easy,Do sea otters live along the Pacific coast?
Yes,S08_set1_a7,otter,easy,easy,Do sea otters live along the Pacific coast?
Yes,S08_set1_a7,otter,easy,easy,Are otters totem animals?
No,S08_set1_a7,otter,easy,easy,Are otters herbivores?
No,S08_set1_a7,otter,hard,easy,Are otters herbivores?
Fish.,S08_set1_a7,otter,medium,medium,What is the primary item in an otter's diet?
fish,S08_set1_a7,otter,medium,medium,What is the primary item in an otter's diet?
Holt,S08_set1_a7,otter,medium,medium,What is an otter's den called?
holt,S08_set1_a7,otter,medium,medium,What is an otter's den called?
"Poaching, habitat loss, and toxins in gold mining.",S08_set1_a7,otter,hard,medium,Why is the giant otter becoming increasingly rare?
"poaching, habitat loss, and the use of mercury in illegal alluvial gold mining",S08_set1_a7,otter,medium,medium,Why is the giant otter becoming increasingly rare?
A layer of air trapped in their fur.,S08_set1_a7,otter,hard,hard,How do otters keep themselves warm without blubber?
a layer of air trapped in their fur,S08_set1_a7,otter,hard,hard,How do otters keep themselves warm without blubber?
"The slide down snowy slopes, apparently for sheer enjoyment.",S08_set1_a7,otter,hard,hard,How are otters playful animals?
They slide repeatedly down snowy slopes for sheer enjoyment.,S08_set1_a7,otter,hard,hard,How are otters playful animals?
"weasels, polecats, and badgers",S08_set1_a7,otter,hard,hard,What animals are related to otters?
Long guard hair,S08_set1_a7,otter,medium,,"What traps a layer of air, and keeps them dry and warm under water?"
Otters,S08_set1_a7,otter,medium,,The collective noun romp is sometimes used for a group of what?
yes,S08_set1_a7,otter,medium,,Is it true that otters eat a variety of fish?
yes,S08_set1_a7,otter,easy,,Are otters playful animals?
yes,S08_set1_a7,otter,easy,,Are otters very active?
yes,S08_set1_a7,otter,easy,,Are male otters dog-otters?
A holt,S08_set1_a7,otter,medium,,An otter 's den is what?
Shellfish and other invertebrates,S08_set1_a7,otter,medium,,Sea otters eat what?
yes,S08_set1_a7,otter,easy,,Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?
yes,S08_set1_a7,otter,easy,,"Are Male otters dog-otters , females are bitches and babies are cubs or pups ?"
yes,S08_set1_a7,otter,easy,,Is an otter 's den called a holt ?
yes,S08_set1_a7,otter,easy,,"Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?"
yes,S08_set1_a3,penguin,easy,easy,Do penguins feed on krill?
yes,S08_set1_a3,penguin,easy,easy,Do penguins feed on krill?
Emperor Penguin,S08_set1_a3,penguin,medium,easy,What is the largest living species of penguin?
the Emperor Penguin (Aptenodytes forsteri),S08_set1_a3,penguin,medium,easy,What is the largest living species of penguin?
yes,S08_set1_a3,penguin,easy,easy,Do penguins live almost exclusively in the Southern Hemisphere?
yes,S08_set1_a3,penguin,easy,easy,Do penguins live almost exclusively in the Southern Hemisphere?
when penguins slide on their bellies across the snow,S08_set1_a3,penguin,hard,medium,"What is ""tobogganing""?"
Tobogganing is when penguins slide on their bellies across the snow.,S08_set1_a3,penguin,hard,medium,"What is ""tobogganing""?"
for camouflage,S08_set1_a3,penguin,hard,medium,Why are penguins countershaded?
for camouflage,S08_set1_a3,penguin,hard,medium,Why are penguins countershaded?
no,S08_set1_a3,penguin,medium,medium,Are penguins afraid of humans?
no,S08_set1_a3,penguin,medium,medium,Are penguins afraid of humans?
half of their life,S08_set1_a3,penguin,hard,hard,How much time to penguins spend on land?
They spend half of their life on land.,S08_set1_a3,penguin,medium,hard,How much time to penguins spend on land?
between 17 and 20 living species,S08_set1_a3,penguin,medium,hard,How many species of penguins are there?
"Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.",S08_set1_a3,penguin,hard,hard,How many species of penguins are there?
they have brown rather than black plumage,S08_set1_a3,penguin,hard,hard,How are Isabelline penguins different from most penguins?
Because they are born with brown rather than black plumage.,S08_set1_a3,penguin,hard,hard,How are Isabelline penguins different from most penguins?
yes,S08_set1_a3,penguin,easy,easy,Are penguins birds?
Yes,S08_set1_a3,penguin,easy,easy,Are penguins birds?
yes,S08_set1_a3,penguin,easy,easy,Do penguins have a better than average sense of hearing for birds?
No,S08_set1_a3,penguin,easy,easy,Do penguins have a better than average sense of hearing for birds?
yes,S08_set1_a3,penguin,easy,easy,"Are penguins considered ""higher waterbirds""?"
Yes,S08_set1_a3,penguin,easy,easy,"Are penguins considered ""higher waterbirds""?"
Sphenisciformes,S08_set1_a3,penguin,medium,medium,What order do penguins belong to?
Sphenisciformes,S08_set1_a3,penguin,medium,medium,What order do penguins belong to?
Emperor Penguin,S08_set1_a3,penguin,medium,medium,What is the largest living species of penguin?
Emperor,S08_set1_a3,penguin,medium,medium,What is the largest living species of penguin?
1.80 meters,S08_set1_a3,penguin,medium,medium,How tall were the tallest prehistoric penguins?
as tall as an adult human,S08_set1_a3,penguin,hard,medium,How tall were the tallest prehistoric penguins?
Their wings have become flippers,S08_set1_a3,penguin,hard,hard,What makes penguins so agile in the water?
"Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers",S08_set1_a3,penguin,hard,hard,What makes penguins so agile in the water?
It conserves energy while moving quickly,S08_set1_a3,penguin,hard,hard,"Why do penguins ""tobaggan""?"
Conserves energy while moving quickly,S08_set1_a3,penguin,hard,hard,"Why do penguins ""tobaggan""?"
Penguins,S08_set1_a3,penguin,medium,,Who spend half of their life on land and half in the oceans?
3 meters,S08_set1_a3,penguin,medium,,What is also the distance that Antarctic tourists are told to keep from penguins?
Penguins' wings,S08_set1_a3,penguin,medium,,"What have become flippers, useless for flight in the air?"
"They sometimes attempt to ""steal"" another chick.",S08_set1_a3,penguin,medium,,What happens when mothers lose a chick?
Yes,S08_set1_a3,penguin,easy,,Is it true that each penguin gets a turn in the center?
Yes,S08_set1_a3,penguin,easy,,Are all penguins countershaded?
In the water they are.,S08_set1_a3,penguin,easy,,Are penguins astonishingly agile?
Yes,S08_set1_a3,penguin,easy,,Are penguins at risk?
Yes,S08_set1_a3,penguin,easy,,"Is it also possible that penguin comes from the Latin pinguis , fat ?"
Yes,S08_set1_a3,penguin,easy,,Have penguins an average sense of hearing for birds ?
Yes,S08_set1_a3,penguin,easy,,Can larger penguins dive deep in case of need ?
Yes,S08_set1_a3,penguin,easy,,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?"
It is not even known.,S08_set1_a3,penguin,medium,,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?"
Yes,S08_set1_a3,penguin,easy,,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?
Yes,S08_set1_a3,penguin,easy,,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?"
At least one giant penguin.,S08_set1_a3,penguin,medium,,What happened in a region not quite 2000 km south of the equator 35 mya?
Connecticut,S08_set1_a4,polar_bear,too easy,easy,What is the last word on the page?
(SSN-22),S08_set1_a4,polar_bear,too hard,easy,What is the last word on the page?
Yes,S08_set1_a4,polar_bear,easy,easy,Is polar bear a mammal?
Yes,S08_set1_a4,polar_bear,easy,easy,Is polar bear a mammal?
Yes,S08_set1_a4,polar_bear,easy,easy,Is polar bear a carnivore?
Yes,S08_set1_a4,polar_bear,easy,easy,Is polar bear a carnivore?
2200 lb,S08_set1_a4,polar_bear,medium,medium,What is largest polar bear on record?
"A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",S08_set1_a4,polar_bear,medium,medium,What is largest polar bear on record?
white or cream,S08_set1_a4,polar_bear,easy,medium,What is polar bear's skin color?
Black,S08_set1_a4,polar_bear,easy,medium,What is polar bear's skin color?
5-15 cm,S08_set1_a4,polar_bear,medium,medium,How long is polar bear's guard hair?
5-15 cm,S08_set1_a4,polar_bear,medium,medium,How long is polar bear's guard hair?
mites or other parasites,S08_set1_a4,polar_bear,medium,hard,What is cause of polar bear's skin diseases?
Mites or other parasites,S08_set1_a4,polar_bear,medium,hard,What is cause of polar bear's skin diseases?
"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",S08_set1_a4,polar_bear,too hard,hard,Why polar bear is a special species?
The polar bear diverged from the brown bear about 200 thousand years ago.,S08_set1_a4,polar_bear,medium,hard,What do fossil and DNA evidence tell us?
The polar bear diverged from the brown bear roughly 200 thousand years ago.,S08_set1_a4,polar_bear,medium,hard,What do fossil and DNA evidence tell us?
yes,S08_set1_a4,polar_bear,easy,easy,Does a polar bear live in the Arctic?
Yes,S08_set1_a4,polar_bear,easy,easy,Does a polar bear live in the Arctic?
yes,S08_set1_a4,polar_bear,medium,easy,Is a polar bear white in color?
Yes,S08_set1_a4,polar_bear,easy,easy,Is a polar bear white in color?
yes,S08_set1_a4,polar_bear,easy,easy,Is a polar bear at high risk of extinction?
Yes,S08_set1_a4,polar_bear,easy,easy,Is a polar bear at high risk of extinction?
300-600 kg (660-1320 lb),S08_set1_a4,polar_bear,medium,medium,How heavy is a male polar bear?
Most adult males weigh 350-650 kg,S08_set1_a4,polar_bear,too hard,medium,How heavy is a male polar bear?
1002 kg (2200 lb),S08_set1_a4,polar_bear,medium,medium,How heavy was the largest polar bear on record?
He allegedly weighed 1002 kg,S08_set1_a4,polar_bear,medium,medium,How heavy was the largest polar bear on record?
It provides the animal with effective camouflage.,S08_set1_a4,polar_bear,medium,medium,What does a polar bear's fur provide?
A polar bear's fur provides camouflage and insulation,S08_set1_a4,polar_bear,medium,medium,What does a polar bear's fur provide?
no,S08_set1_a4,polar_bear,medium,hard,Do female polar bears weight more than the male?
No,S08_set1_a4,polar_bear,easy,hard,Do female polar bears weight more than the male?
They gain double their weight.,S08_set1_a4,polar_bear,medium,hard,How much weight do female polar bears gain during pregnancy?
They double their weight during pregnancy,S08_set1_a4,polar_bear,medium,hard,How much weight do female polar bears gain during pregnancy?
Polar bears are nearly invisible under infrared photography.,S08_set1_a4,polar_bear,easy,hard,Can polar bears be seen under infrared photography?
Only their breath and muzzles can be easily seen,S08_set1_a4,polar_bear,hard,hard,Can polar bears be seen under infrared photography?
A polar bear's skin.,S08_set1_a4,polar_bear,medium,,What is actually black in color?
Its think blubber and fur.,S08_set1_a4,polar_bear,medium,,What insulate it against the cold?
Database entry.,S08_set1_a4,polar_bear,medium,,What includes a lengthy justification of why this species is listed as vulnerable?
They filed lawsuits in California.,S08_set1_a4,polar_bear,medium,,What do with greenpeace and the natural resources defense council have in common?
It is arguable.,S08_set1_a4,polar_bear,medium,,Are studies insufficient evidence for global protection?
yes,S08_set1_a4,polar_bear,easy,,Are polar bears excellent swimmers?
"It has adapted for life on a combination of land, sea, and ice.",S08_set1_a4,polar_bear,medium,,"A semi-aquatic marine mammal , the polar bear has what?"
"Garbage is now recycled or transported to Thompson, Manitoba.",S08_set1_a4,polar_bear,medium,,Garbage is what?
They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,S08_set1_a4,polar_bear,medium,,The bears sometimes what?
yes,S08_set1_a4,polar_bear,easy,,Is the Polar Bear the mascot of Bowdoin college ?
yes,S08_set1_a4,polar_bear,easy,,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?
no,S08_set1_a4,polar_bear,easy,,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?"
yes,S08_set1_a4,polar_bear,easy,,Are Cubs born in December without awakening the mother ?
No.,S08_set2_a3,Qatar,easy,easy,Does Qatar rank as the eighth richest country in the world per capita?
no,S08_set2_a3,Qatar,easy,easy,Does Qatar rank as the eighth richest country in the world per capita?
Yes.,S08_set2_a3,Qatar,easy,easy,Do nearly all Qataris profess Islam?
yes,S08_set2_a3,Qatar,easy,easy,Do nearly all Qataris profess Islam?
Yes.,S08_set2_a3,Qatar,easy,easy,Can women legally drive in Qatar?
yes,S08_set2_a3,Qatar,easy,easy,Can women legally drive in Qatar?
"September 3, 1971.",S08_set2_a3,Qatar,medium,medium,When did Qatar become an independent state?
"September 3, 1971",S08_set2_a3,Qatar,medium,medium,When did Qatar become an independent state?
Doha.,S08_set2_a3,Qatar,medium,medium,Where is Qatar's telecommunication system centered?
Doha,S08_set2_a3,Qatar,medium,medium,Where is Qatar's telecommunication system centered?
At the Doha Players Theatre.,S08_set2_a3,Qatar,medium,medium,Where did a suicide-bombing kill a teacher in 2005?
Doha Players Theatre,S08_set2_a3,Qatar,medium,medium,Where did a suicide-bombing kill a teacher in 2005?
Yes.,S08_set2_a3,Qatar,hard,hard,Does the native pronunciation of Qatar sound like 'cutter'?
no,S08_set2_a3,Qatar,hard,hard,Does the native pronunciation of Qatar sound like 'cutter'?
baladiyah.,S08_set2_a3,Qatar,hard,hard,What is the Arabic word for municipalities?
baladiyah,S08_set2_a3,Qatar,hard,hard,What is the Arabic word for municipalities?
"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.",S08_set2_a3,Qatar,hard,hard,What universities are in Education City?
"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University",S08_set2_a3,Qatar,hard,hard,What universities are in Education City?
The British Protectorate (per Colonel Lewis Pelly) asking to negotiate with a representative from Qatar after Bahrain's violation of the 1820 Anglo-Bahraini Treaty.,S08_set2_a3,Qatar,hard,,What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?
"On September 3, 1971.",S08_set2_a3,Qatar,medium,,Qatar became an independent sovereign state in what year?
Much of the country.,S08_set2_a3,Qatar,medium,,"What consists of a low, barren plain, covered with sand?"
Qatar is aiming to become a role model for economic and social transformation in the region. Large scale investment in all social and economic sectors will also lead to the development of a strong financial market.,S08_set2_a3,Qatar,too hard,,How do qatar and the wider region relate?
Yes,S08_set2_a3,Qatar,medium,,Was Qatar University founded in 1973?
Yes,S08_set2_a3,Qatar,easy,,Is Qatar bordered by Saudi Arabia to the south?
Qatar,S08_set2_a3,Qatar,medium,,What bordered by Saudi?
Qatar.,S08_set2_a3,Qatar,medium,,Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?
Yes,S08_set2_a3,Qatar,easy,,Has Qatar a modern Telecommunication system centered in Doha ?
Yes,S08_set2_a3,Qatar,easy,,Was Qatar University founded in 1973 ?
Yes,S08_set2_a3,Qatar,easy,,"Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?"
Yes,S08_set2_a3,Qatar,easy,,Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?
Yes,S08_set2_a3,Qatar,easy,,"Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?"
These allophones cannot occur there.,S08_set2_a3,Qatar,medium,,What happened in these positions in english?
yes,S08_set2_a3,Qatar,easy,,Can these allophones not occur in these positions in english?
Yes,S08_set2_a3,Qatar,easy,,"Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?"
Yes.,S08_set2_a7,Romania,medium,easy,Does Romania border Hungary?
yes,S08_set2_a7,Romania,easy,easy,Does Romania border Hungary?
Yes.,S08_set2_a7,Romania,easy,easy,Is Romania a secular state?
yes,S08_set2_a7,Romania,easy,easy,Is Romania a secular state?
Yes.,S08_set2_a7,Romania,easy,easy,Is the president elected by popular vote?
yes,S08_set2_a7,Romania,easy,easy,Is the president elected by popular vote?
41.,S08_set2_a7,Romania,medium,medium,How many counties is Romania divided into?
forty-one,S08_set2_a7,Romania,medium,medium,How many counties is Romania divided into?
Moldoveanu Peak.,S08_set2_a7,Romania,medium,medium,What is the highest mountain in Romania?
Moldoveanu Peak,S08_set2_a7,Romania,medium,medium,What is the highest mountain in Romania?
Romanian.,S08_set2_a7,Romania,medium,medium,What is the official language of Romania?
Romanian,S08_set2_a7,Romania,medium,medium,What is the official language of Romania?
Yes.,S08_set2_a7,Romania,too hard,hard,Is the Romanian economy doing well?
No.,S08_set2_a7,Romania,too hard,hard,Are there many Roma in Romania?
no,S08_set2_a7,Romania,too hard,hard,Are there many Roma in Romania?
2.,S08_set2_a7,Romania,too hard,hard,How many territories joined to form Romania?
2,S08_set2_a7,Romania,too hard,hard,How many territories joined to form Romania?
yes,S08_set2_a7,Romania,easy,easy,Does Romania share a border with Ukraine?
Yes,S08_set2_a7,Romania,easy,easy,Does Romania share a border with Ukraine?
yes,S08_set2_a7,Romania,easy,easy,Did Romania declare neutrality during World War I?
Yes,S08_set2_a7,Romania,easy,easy,Did Romania declare neutrality during World War I?
yes,S08_set2_a7,Romania,easy,easy,Does Romania share the same language with Moldova?
Practically,S08_set2_a7,Romania,medium,easy,Does Romania share the same language with Moldova?
Nadia Comăneci,S08_set2_a7,Romania,medium,medium,"Who was the first gymnast to score a perfect ""ten""?"
Nadia Comăneci,S08_set2_a7,Romania,medium,medium,"Who was the first gymnast to score a perfect ""ten""?"
Bucharest,S08_set2_a7,Romania,medium,medium,What is the largest city in Romania?
Bucharest,S08_set2_a7,Romania,medium,medium,What is the largest city in Romania?
Hungarians,S08_set2_a7,Romania,medium,medium,What is the largest ethnic minority in Romania?
Hungarians,S08_set2_a7,Romania,medium,medium,What is the largest ethnic minority in Romania?
eleven,S08_set2_a7,Romania,hard,hard,How many countries in Europe are bigger than Romania?
Eleven,S08_set2_a7,Romania,too hard,hard,How many countries in Europe are bigger than Romania?
Romania is a secular state,S08_set2_a7,Romania,hard,hard,Why doesn't Romania have a state religion?
it received a Soviet ultimatum,S08_set2_a7,Romania,hard,hard,Why wasn't Romania neutral during World War II?
The Soviets threatened invasion.,S08_set2_a7,Romania,hard,hard,Why wasn't Romania neutral during World War II?
2007,S08_set2_a7,Romania,medium,,"Sibiu, a large city in Transylvania, was chosen as European Capital of Culture in what year?"
the remains (the lower jaw) of the oldest modern human,S08_set2_a7,Romania,hard,,"What are approximately 42,000 years old and have been nicknamed`` John of Anina''?"
Yes,S08_set2_a7,Romania,easy,,"Is it true that romania has a population of 21,698,181?"
(not sure how to answer this),S08_set2_a7,Romania,,,What do economy and law have in common?
investments worth 400 million euros,S08_set2_a7,Romania,medium,,What did Tourism in Romania attract in 2005?
Yes,S08_set2_a7,Romania,easy,,Is Romania a secular state?
Yes,S08_set2_a7,Romania,easy,,Is Romania a semi-presidential unitary state?
,S08_set2_a7,Romania,,,
,S08_set2_a7,Romania,,,
Yes,S08_set2_a7,Romania,easy,,Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?
Yes,S08_set2_a7,Romania,easy,,Was Gellu Naum the leader of the surrealist movement in Romania ?
Yes,S08_set2_a7,Romania,easy,,Was the Bucharest Metro only opened in 1979 ?
Yes,S08_set2_a7,Romania,easy,,"Is romania -LRB- , -RRB- a country in southeastern europe?"
Yes,S08_set2_a7,Romania,easy,,Is romania a semi-presidential unitary state?
"Yes, they do.",S08_set2_a2,Singapore,easy,easy,Do singaporeans enjoy squid?
yes,S08_set2_a2,Singapore,easy,easy,Do singaporeans enjoy squid?
,S08_set2_a2,Singapore,,easy,Do singaporeans enjoy squid?
"No, the standard living was raised.",S08_set2_a2,Singapore,medium,easy,Did Singapore's standard of living decrease since independence?
no,S08_set2_a2,Singapore,easy,easy,Did Singapore's standard of living decrease since independence?
,S08_set2_a2,Singapore,,easy,Did Singapore's standard of living decrease since independence?
"No, it contributed 1.56% to GDP in 2001.",S08_set2_a2,Singapore,medium,easy,Did the media contribute 15.6% to Singapore's GDP in 2001?
no,S08_set2_a2,Singapore,easy,easy,Did the media contribute 15.6% to Singapore's GDP in 2001?
,S08_set2_a2,Singapore,,easy,Did the media contribute 15.6% to Singapore's GDP in 2001?
More than 2.78 million people.,S08_set2_a2,Singapore,easy,medium,How many people use the bus network daily?
2.78 million people,S08_set2_a2,Singapore,medium,medium,How many people use the bus network daily?
,S08_set2_a2,Singapore,,medium,How many people use the bus network daily?
"Orang Laut people lived around the coast, rivers and smaller islands.",S08_set2_a2,Singapore,easy,medium,Where did Orang Laut people live?
"Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands.",S08_set2_a2,Singapore,medium,medium,Where did Orang Laut people live?
,S08_set2_a2,Singapore,,medium,Where did Orang Laut people live?
One of three heavy rail passenger transport lines in Singapore.,S08_set2_a2,Singapore,medium,medium,What is the MRT?
Mass Rapid Transit system,S08_set2_a2,Singapore,medium,medium,What is the MRT?
,S08_set2_a2,Singapore,,medium,What is the MRT?
Singapore has a tropical rainforest climate with no distinctive seasons.,S08_set2_a2,Singapore,medium,hard,How is Singapore's climate characterized?
"Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall",S08_set2_a2,Singapore,medium,hard,How is Singapore's climate characterized?
,S08_set2_a2,Singapore,,hard,How is Singapore's climate characterized?
The government seeks to increase its GDP contribution to 3% by 2012.,S08_set2_a2,Singapore,medium,hard,How much increase in the media's contribution to GDP is the government seeking?
the government seeks to increase its GDP contribution to 3% by 2012.,S08_set2_a2,Singapore,medium,hard,How much increase in the media's contribution to GDP is the government seeking?
,S08_set2_a2,Singapore,,hard,How much increase in the media's contribution to GDP is the government seeking?
Six days,S08_set2_a2,Singapore,medium,hard,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?
6 days,S08_set2_a2,Singapore,hard,hard,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?
,S08_set2_a2,Singapore,,hard,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?
no,S08_set2_a2,Singapore,easy,easy,Is Singapore located at the southern tip of the Korean Penisula?
Yes.,S08_set2_a2,Singapore,easy,easy,Is Singapore located at the southern tip of the Korean Penisula?
yes,S08_set2_a2,Singapore,easy,easy,Is Singapore a city-state?
Yes.,S08_set2_a2,Singapore,easy,easy,Is Singapore a city-state?
yes,S08_set2_a2,Singapore,hard,easy,Has Sang Nila Utama visited Singapore?
Yes.,S08_set2_a2,Singapore,easy,easy,Has Sang Nila Utama visited Singapore?
lion,S08_set2_a2,Singapore,medium,medium,"What does ""singa"" mean?"
second century AD,S08_set2_a2,Singapore,easy,medium,When is the first record of S08_settlement in Singapore?
The first records of S08_settlement in Singapore are from the second century AD.,S08_set2_a2,Singapore,medium,medium,When is the first record of S08_settlement in Singapore?
Japan,S08_set2_a2,Singapore,hard,medium,Which nation invaded Singapore during World War II?
"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore.",S08_set2_a2,Singapore,medium,medium,Which nation invaded Singapore during World War II?
The British were defeated in six days,S08_set2_a2,Singapore,hard,hard,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?"
yes,S08_set2_a2,Singapore,too hard,hard,Was Lee Kuan Yew a successful leader of Singapore?
Yes.,S08_set2_a2,Singapore,too hard,hard,Was Lee Kuan Yew a successful leader of Singapore?
"In 1990, Goh Chok Tong succeeded Lee as Prime Minister.",S08_set2_a2,Singapore,medium,easy,When did Goh Chok Tong succeed Lee as Prime Minister?
,S08_set2_a2,Singapore,,easy,When did Goh Chok Tong succeed Lee as Prime Minister?
The primary domestic source of water supply in Singapore is rainfall.,S08_set2_a2,Singapore,medium,easy,What is the primary domestic source of water supply?
,S08_set2_a2,Singapore,,easy,What is the primary domestic source of water supply?
The national language of Singapore is Malay.,S08_set2_a2,Singapore,medium,easy,What is the national language of Singapore?
,S08_set2_a2,Singapore,,easy,What is the national language of Singapore?
Singapore Botanic Gardens.,S08_set2_a2,Singapore,medium,medium,Where is the National Orchid Garden?
,S08_set2_a2,Singapore,,medium,Where is the National Orchid Garden?
"Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",S08_set2_a2,Singapore,medium,medium,Why are relations with Malaysia and Indonesia important?
,S08_set2_a2,Singapore,,medium,Why are relations with Malaysia and Indonesia important?
Monaco,S08_set2_a2,Singapore,hard,medium,What is the most densely populated independent country in the world?
,S08_set2_a2,Singapore,,medium,What is the most densely populated independent country in the world?
